order_id,customer_id,order_date,status
ORD000210,CUST00210,2024-05-05,completed
ORD000211,CUST00211,2024-12-06,pending
ORD000212,CUST00212,2024-04-14,completed
ORD000213,CUST00213,2024-09-28,completed
ORD000214,CUST00214,2024-01-27,completed
ORD000215,CUST00215,2024-02-07,completed
ORD000216,CUST00216,2024-10-05,cancelled
ORD000217,CUST00217,2024-08-11,pending
ORD000218,CUST00218,2024-12-21,cancelled
ORD000219,CUST00219,2024-01-30,cancelled
ORD000220,CUST00220,2024-05-28,pending
ORD000221,CUST00221,2024-05-20,cancelled
ORD000222,CUST00222,2024-07-07,completed
ORD000223,CUST00223,2024-05-26,completed
ORD000224,CUST00224,2024-05-15,cancelled
ORD000225,CUST00225,2024-01-06,completed
ORD000226,CUST00226,2024-08-25,pending
ORD000227,CUST00227,2024-02-07,completed
ORD000228,CUST00228,2024-05-25,completed
ORD000229,CUST00229,2024-07-08,completed
ORD000230,CUST00230,2024-10-26,pending
ORD000231,CUST00231,2024-11-07,completed
ORD000232,CUST00232,2024-11-14,completed
ORD000233,CUST00233,2024-04-22,completed
ORD000234,CUST00234,2024-05-14,completed
ORD000235,CUST00235,2024-01-12,completed
ORD000236,CUST00236,2024-11-09,completed
ORD000237,CUST00237,2024-03-01,cancelled
ORD000238,CUST00238,2024-11-21,completed
ORD000239,CUST00239,2024-07-11,completed
ORD000240,CUST00240,2024-05-08,completed
ORD000241,CUST00241,2024-09-23,pending
ORD000242,CUST00242,2024-05-17,cancelled
ORD000243,CUST00243,2024-06-12,pending
ORD000244,CUST00244,2024-10-09,completed
ORD000245,CUST00245,2024-01-13,cancelled
ORD000246,CUST00246,2024-05-13,completed
ORD000247,CUST00247,2024-08-20,completed
ORD000248,CUST00248,2024-10-22,completed
ORD000249,CUST00249,2024-08-25,cancelled
ORD000250,CUST00250,2024-10-15,completed
ORD000251,CUST00251,2024-06-23,completed
ORD000252,CUST00252,2024-09-02,pending
ORD000253,CUST00253,2024-04-29,cancelled
ORD000254,CUST00254,2024-02-22,cancelled
ORD000255,CUST00255,2024-02-03,completed
ORD000256,CUST00256,2024-03-29,completed
ORD000257,CUST00257,2024-05-25,completed
ORD000258,CUST00258,2024-04-13,completed
ORD000259,CUST00259,2024-05-18,completed
ORD000260,CUST00260,2024-05-15,completed
ORD000261,CUST00261,2024-10-22,completed
ORD000262,CUST00262,2024-02-25,cancelled
ORD000263,CUST00263,2024-12-26,cancelled
ORD000264,CUST00264,2024-12-17,pending
ORD000265,CUST00265,2024-12-29,cancelled
ORD000266,CUST00266,2024-03-08,cancelled
ORD000267,CUST00267,2024-12-23,completed
ORD000268,CUST00268,2024-01-26,pending
ORD000269,CUST00269,2024-07-23,pending
ORD000270,CUST00270,2024-02-17,completed
ORD000271,CUST00271,2024-04-17,completed
ORD000272,CUST00272,2024-07-04,completed
ORD000273,CUST00273,2024-12-14,completed
ORD000274,CUST00274,2024-05-12,completed
ORD000275,CUST00275,2024-05-31,completed
ORD000276,CUST00276,2024-07-22,completed
ORD000277,CUST00277,2024-05-14,completed
ORD000278,CUST00278,2024-11-03,cancelled
ORD000279,CUST00279,2024-12-17,completed
ORD000280,CUST00280,2024-09-03,cancelled
ORD000281,CUST00281,2024-10-16,cancelled
ORD000282,CUST00282,2024-03-27,pending
ORD000283,CUST00283,2024-11-25,completed
ORD000284,CUST00284,2024-03-10,completed
ORD000285,CUST00285,2024-03-26,pending
ORD000286,CUST00286,2024-07-07,completed
ORD000287,CUST00287,2024-03-02,pending
ORD000288,CUST00288,2024-03-21,completed
ORD000289,CUST00289,2024-12-22,cancelled
ORD000290,CUST00290,2024-10-19,completed
ORD000291,CUST00291,2024-09-30,completed
ORD000292,CUST00292,2024-12-01,cancelled
ORD000293,CUST00293,2024-08-15,completed
ORD000294,CUST00294,2024-08-03,cancelled
ORD000295,CUST00295,2024-10-02,completed
ORD000296,CUST00296,2024-07-09,completed
ORD000297,CUST00297,2024-04-30,completed
ORD000298,CUST00298,2024-05-10,cancelled
ORD000299,CUST00299,2024-03-07,completed
ORD000300,CUST00300,2024-05-06,completed
ORD000301,CUST00301,2024-04-30,completed
ORD000302,CUST00302,2024-03-17,cancelled
ORD000303,CUST00303,2024-08-23,completed
ORD000304,CUST00304,2024-09-04,completed
ORD000305,CUST00305,2024-08-25,completed
ORD000306,CUST00306,2024-10-07,completed
ORD000307,CUST00307,2024-07-24,completed
ORD000308,CUST00308,2024-01-26,completed
ORD000309,CUST00309,2024-09-28,completed
ORD000310,CUST00310,2024-12-30,completed
ORD000311,CUST00311,2024-04-03,cancelled
ORD000312,CUST00312,2024-10-03,pending
ORD000313,CUST00313,2024-02-25,cancelled
ORD000314,CUST00314,2024-01-14,cancelled
ORD000315,CUST00315,2024-01-22,completed
ORD000316,CUST00316,2024-05-19,cancelled
ORD000317,CUST00317,2024-09-02,completed
ORD000318,CUST00318,2024-04-06,completed
ORD000319,CUST00319,2024-06-22,pending
ORD000320,CUST00320,2024-05-03,completed
ORD000321,CUST00321,2024-03-31,completed
ORD000322,CUST00322,2024-01-03,completed
ORD000323,CUST00323,2024-04-16,pending
ORD000324,CUST00324,2024-05-07,completed
ORD000325,CUST00325,2024-01-04,pending
ORD000326,CUST00326,2024-07-17,completed
ORD000327,CUST00327,2024-10-12,completed
ORD000328,CUST00328,2024-12-24,completed
ORD000329,CUST00329,2024-06-20,cancelled
ORD000330,CUST00330,2024-11-05,completed
ORD000331,CUST00331,2024-02-14,completed
ORD000332,CUST00332,2024-05-20,completed
ORD000333,CUST00333,2024-05-24,completed
ORD000334,CUST00334,2024-12-06,completed
ORD000335,CUST00335,2024-11-17,completed
ORD000336,CUST00336,2024-08-09,cancelled
ORD000337,CUST00337,2024-07-07,pending
ORD000338,CUST00338,2024-04-18,pending
ORD000339,CUST00339,2024-08-03,cancelled
ORD000340,CUST00340,2024-01-10,cancelled
ORD000341,CUST00341,2024-03-19,completed
ORD000342,CUST00342,2024-03-09,completed
ORD000343,CUST00343,2024-06-09,completed
ORD000344,CUST00344,2024-12-16,pending
ORD000345,CUST00345,2024-11-01,completed
ORD000346,CUST00346,2024-10-24,completed
ORD000347,CUST00347,2024-01-23,completed
ORD000348,CUST00348,2024-06-21,completed
ORD000349,CUST00349,2024-02-03,completed
ORD000350,CUST00350,2024-10-06,completed
ORD000351,CUST00351,2024-05-23,pending
ORD000352,CUST00352,2024-04-29,completed
ORD000353,CUST00353,2024-01-03,completed
ORD000354,CUST00354,2024-04-19,cancelled
ORD000355,CUST00355,2024-06-04,completed
ORD000356,CUST00356,2024-04-07,pending
ORD000357,CUST00357,2024-05-20,completed
ORD000358,CUST00358,2024-07-05,completed
ORD000359,CUST00359,2024-03-05,completed
ORD000360,CUST00360,2024-06-03,completed
ORD000361,CUST00361,2024-12-08,cancelled
ORD000362,CUST00362,2024-03-17,completed
ORD000363,CUST00363,2024-10-22,completed
ORD000364,CUST00364,2024-01-28,completed
ORD000365,CUST00365,2024-10-19,completed
ORD000366,CUST00366,2024-06-05,completed
ORD000367,CUST00367,2024-05-30,pending
ORD000368,CUST00368,2024-10-02,pending
ORD000369,CUST00369,2024-10-09,completed
ORD000370,CUST00370,2024-07-25,pending
ORD000371,CUST00371,2024-11-23,cancelled
ORD000372,CUST00372,2024-02-25,completed
ORD000373,CUST00373,2024-09-09,completed
ORD000374,CUST00374,2024-07-19,completed
ORD000375,CUST00375,2024-07-18,cancelled
ORD000376,CUST00376,2024-12-11,completed
ORD000377,CUST00377,2024-08-12,completed
ORD000378,CUST00378,2024-05-15,pending
ORD000379,CUST00379,2024-06-07,pending
ORD000380,CUST00380,2024-11-09,cancelled
ORD000381,CUST00381,2024-02-26,completed
ORD000382,CUST00382,2024-01-28,completed
ORD000383,CUST00383,2024-06-15,pending
ORD000384,CUST00384,2024-05-12,completed
ORD000385,CUST00385,2024-06-30,completed
ORD000386,CUST00386,2024-12-29,completed
ORD000387,CUST00387,2024-10-25,completed
ORD000388,CUST00388,2024-03-19,completed
ORD000389,CUST00389,2024-10-20,completed
ORD000390,CUST00390,2024-01-26,pending
ORD000391,CUST00391,2024-02-28,completed
ORD000392,CUST00392,2024-03-02,completed
ORD000393,CUST00393,2024-04-29,completed
ORD000394,CUST00394,2024-11-20,completed
ORD000395,CUST00395,2024-10-18,pending
ORD000396,CUST00396,2024-12-28,completed
ORD000397,CUST00397,2024-04-17,completed
ORD000398,CUST00398,2024-08-03,completed
ORD000399,CUST00399,2024-06-11,cancelled
ORD000400,CUST00400,2024-01-13,completed
ORD000401,CUST00401,2024-06-08,completed
ORD000402,CUST00402,2024-03-20,completed
ORD000403,CUST00403,2024-11-02,completed
ORD000404,CUST00404,2024-01-31,completed
ORD000405,CUST00405,2024-11-25,completed
ORD000406,CUST00406,2024-05-29,cancelled
ORD000407,CUST00407,2024-03-14,completed
ORD000408,CUST00408,2024-11-05,completed
ORD000409,CUST00409,2024-01-31,completed
ORD000410,CUST00410,2024-11-03,completed
ORD000411,CUST00411,2024-12-30,completed
ORD000412,CUST00412,2024-06-16,pending
ORD000413,CUST00413,2024-10-09,completed
ORD000414,CUST00414,2024-11-03,completed
ORD000415,CUST00415,2024-06-05,completed
ORD000416,CUST00416,2024-02-28,pending
ORD000417,CUST00417,2024-04-30,cancelled
ORD000418,CUST00418,2024-03-22,completed
ORD000419,CUST00419,2024-02-09,pending
ORD000420,CUST00420,2024-01-05,cancelled
ORD000421,CUST00421,2024-11-16,completed
ORD000422,CUST00422,2024-06-15,pending
ORD000423,CUST00423,2024-05-03,completed
ORD000424,CUST00424,2024-03-20,pending
ORD000425,CUST00425,2024-06-01,completed
ORD000426,CUST00426,2024-07-13,pending
ORD000427,CUST00427,2024-07-09,completed
ORD000428,CUST00428,2024-03-15,cancelled
ORD000429,CUST00429,2024-01-01,completed
ORD000430,CUST00430,2024-02-07,completed
ORD000431,CUST00431,2024-01-20,completed
ORD000432,CUST00432,2024-10-16,cancelled
ORD000433,CUST00433,2024-12-13,completed
ORD000434,CUST00434,2024-04-30,pending
ORD000435,CUST00435,2024-02-17,completed
ORD000436,CUST00436,2024-03-19,completed
ORD000437,CUST00437,2024-11-19,completed
ORD000438,CUST00438,2024-02-16,pending
ORD000439,CUST00439,2024-01-03,completed
ORD000440,CUST00440,2024-10-17,cancelled
ORD000441,CUST00441,2024-11-23,cancelled
ORD000442,CUST00442,2024-08-14,pending
ORD000443,CUST00443,2024-01-11,completed
ORD000444,CUST00444,2024-07-20,completed
ORD000445,CUST00445,2024-03-08,pending
ORD000446,CUST00446,2024-08-18,cancelled
ORD000447,CUST00447,2024-01-19,cancelled
ORD000448,CUST00448,2024-12-20,completed
ORD000449,CUST00449,2024-10-15,completed
ORD000450,CUST00450,2024-11-04,cancelled
ORD000451,CUST00451,2024-02-17,completed
ORD000452,CUST00452,2024-03-16,completed
ORD000453,CUST00453,2024-02-17,pending
ORD000454,CUST00454,2024-02-05,pending
ORD000455,CUST00455,2024-03-13,completed
ORD000456,CUST00456,2024-01-09,pending
ORD000457,CUST00457,2024-08-04,pending
ORD000458,CUST00458,2024-06-16,completed
ORD000459,CUST00459,2024-11-30,pending
ORD000460,CUST00460,2024-12-17,completed
ORD000461,CUST00461,2024-05-07,cancelled
ORD000462,CUST00462,2024-04-16,pending
ORD000463,CUST00463,2024-11-13,completed
ORD000464,CUST00464,2024-01-27,completed
ORD000465,CUST00465,2024-01-08,completed
ORD000466,CUST00466,2024-11-30,pending
ORD000467,CUST00467,2024-10-21,pending
ORD000468,CUST00468,2024-04-18,cancelled
ORD000469,CUST00469,2024-07-23,completed
ORD000470,CUST00470,2024-03-12,cancelled
ORD000471,CUST00471,2024-04-27,pending
ORD000472,CUST00472,2024-08-24,completed
ORD000473,CUST00473,2024-12-29,completed
ORD000474,CUST00474,2024-01-03,completed
ORD000475,CUST00475,2024-06-17,completed
ORD000476,CUST00476,2024-10-28,cancelled
ORD000477,CUST00477,2024-05-24,pending
ORD000478,CUST00478,2024-12-14,completed
ORD000479,CUST00479,2024-04-23,cancelled
ORD000480,CUST00480,2024-02-06,pending
ORD000481,CUST00481,2024-01-07,completed
ORD000482,CUST00482,2024-03-23,completed
ORD000483,CUST00483,2024-08-22,completed
ORD000484,CUST00484,2024-07-06,cancelled
ORD000485,CUST00485,2024-03-07,completed
ORD000486,CUST00486,2024-09-11,cancelled
ORD000487,CUST00487,2024-11-09,completed
ORD000488,CUST00488,2024-05-15,completed
ORD000489,CUST00489,2024-10-02,completed
ORD000490,CUST00490,2024-06-21,cancelled
ORD000491,CUST00491,2024-10-03,completed
ORD000492,CUST00492,2024-03-14,completed
ORD000493,CUST00493,2024-02-15,cancelled
ORD000494,CUST00494,2024-02-27,completed
ORD000495,CUST00495,2024-09-08,completed
ORD000496,CUST00496,2024-12-30,pending
ORD000497,CUST00497,2024-11-30,completed
ORD000498,CUST00498,2024-02-05,completed
ORD000499,CUST00499,2024-01-16,completed
ORD000500,CUST00500,2024-02-11,completed
ORD000501,CUST00501,2024-07-31,completed
ORD000502,CUST00502,2024-05-10,pending
ORD000503,CUST00503,2024-11-11,completed
ORD000504,CUST00504,2024-03-06,pending
ORD000505,CUST00505,2024-10-18,completed
ORD000506,CUST00506,2024-05-08,completed
ORD000507,CUST00507,2024-12-11,completed
ORD000508,CUST00508,2024-08-08,pending
ORD000509,CUST00509,2024-07-24,pending
ORD000510,CUST00510,2024-11-30,cancelled
ORD000511,CUST00511,2024-11-25,cancelled
ORD000512,CUST00512,2024-07-31,cancelled
ORD000513,CUST00513,2024-09-17,cancelled
ORD000514,CUST00514,2024-02-09,pending
ORD000515,CUST00515,2024-08-05,completed
ORD000516,CUST00516,2024-02-12,completed
ORD000517,CUST00517,2024-07-04,completed
ORD000518,CUST00518,2024-08-14,completed
ORD000519,CUST00519,2024-04-05,completed
ORD000520,CUST00520,2024-12-03,completed
ORD000521,CUST00521,2024-08-28,pending
ORD000522,CUST00522,2024-10-30,completed
ORD000523,CUST00523,2024-04-29,cancelled
ORD000524,CUST00524,2024-07-11,completed
ORD000525,CUST00525,2024-02-27,completed
ORD000526,CUST00526,2024-12-23,completed
ORD000527,CUST00527,2024-11-06,completed
ORD000528,CUST00528,2024-03-22,pending
ORD000529,CUST00529,2024-09-14,cancelled
ORD000530,CUST00530,2024-11-26,cancelled
ORD000531,CUST00531,2024-01-30,completed
ORD000532,CUST00532,2024-01-30,completed
ORD000533,CUST00533,2024-10-24,completed
ORD000534,CUST00534,2024-03-02,cancelled
ORD000535,CUST00535,2024-08-15,cancelled
ORD000536,CUST00536,2024-11-05,pending
ORD000537,CUST00537,2024-09-17,cancelled
ORD000538,CUST00538,2024-07-05,completed
ORD000539,CUST00539,2024-12-10,completed
ORD000540,CUST00540,2024-09-25,pending
ORD000541,CUST00541,2024-04-05,completed
ORD000542,CUST00542,2024-02-14,pending
ORD000543,CUST00543,2024-09-04,completed
ORD000544,CUST00544,2024-09-03,pending
ORD000545,CUST00545,2024-03-25,pending
ORD000546,CUST00546,2024-04-22,pending
ORD000547,CUST00547,2024-03-07,cancelled
ORD000548,CUST00548,2024-02-04,pending
ORD000549,CUST00549,2024-08-26,completed
ORD000550,CUST00550,2024-08-06,completed
ORD000551,CUST00551,2024-10-08,completed
ORD000552,CUST00552,2024-03-18,pending
ORD000553,CUST00553,2024-03-31,pending
ORD000554,CUST00554,2024-12-29,cancelled
ORD000555,CUST00555,2024-02-20,completed
ORD000556,CUST00556,2024-02-05,completed
ORD000557,CUST00557,2024-08-02,cancelled
ORD000558,CUST00558,2024-04-13,completed
ORD000559,CUST00559,2024-05-24,completed
ORD000560,CUST00560,2024-09-15,completed
ORD000561,CUST00561,2024-01-22,pending
ORD000562,CUST00562,2024-09-20,pending
ORD000563,CUST00563,2024-11-10,cancelled
ORD000564,CUST00564,2024-01-23,completed
ORD000565,CUST00565,2024-10-17,pending
ORD000566,CUST00566,2024-05-06,pending
ORD000567,CUST00567,2024-05-23,completed
ORD000568,CUST00568,2024-12-02,pending
ORD000569,CUST00569,2024-06-26,completed
ORD000570,CUST00570,2024-10-02,pending
ORD000571,CUST00571,2024-10-05,completed
ORD000572,CUST00572,2024-07-15,completed
ORD000573,CUST00573,2024-05-24,completed
ORD000574,CUST00574,2024-03-07,completed
ORD000575,CUST00575,2024-02-01,cancelled
ORD000576,CUST00576,2024-11-17,completed
ORD000577,CUST00577,2024-05-01,completed
ORD000578,CUST00578,2024-02-07,pending
ORD000579,CUST00579,2024-07-29,completed
ORD000580,CUST00580,2024-11-03,completed
ORD000581,CUST00581,2024-01-03,completed
ORD000582,CUST00582,2024-08-29,completed
ORD000583,CUST00583,2024-08-10,completed
ORD000584,CUST00584,2024-08-24,completed
ORD000585,CUST00585,2024-05-09,completed
ORD000586,CUST00586,2024-09-23,completed
ORD000587,CUST00587,2024-12-22,pending
ORD000588,CUST00588,2024-06-04,completed
ORD000589,CUST00589,2024-04-01,cancelled
ORD000590,CUST00590,2024-01-15,pending
ORD000591,CUST00591,2024-09-25,completed
ORD000592,CUST00592,2024-07-25,pending
ORD000593,CUST00593,2024-02-02,completed
ORD000594,CUST00594,2024-03-28,pending
ORD000595,CUST00595,2024-01-08,pending
ORD000596,CUST00596,2024-10-19,completed
ORD000597,CUST00597,2024-01-14,cancelled
ORD000598,CUST00598,2024-07-04,completed
ORD000599,CUST00599,2024-08-10,completed
ORD000600,CUST00600,2024-02-13,completed
ORD000601,CUST00001,2024-06-07,cancelled
ORD000602,CUST00002,2024-01-02,cancelled
ORD000603,CUST00003,2024-08-30,pending
ORD000604,CUST00004,2024-01-09,completed
ORD000605,CUST00005,2024-04-21,completed
ORD000606,CUST00006,2024-01-29,completed
ORD000607,CUST00007,2024-06-24,completed
ORD000608,CUST00008,2024-05-24,completed
ORD000609,CUST00009,2024-09-14,cancelled
ORD000610,CUST00010,2024-08-10,pending
ORD000611,CUST00011,2024-07-31,pending
ORD000612,CUST00012,2024-12-17,completed
ORD000613,CUST00013,2024-10-29,pending
ORD000614,CUST00014,2024-09-03,pending
ORD000615,CUST00015,2024-12-05,completed
ORD000616,CUST00016,2024-06-20,completed
ORD000617,CUST00017,2024-11-21,completed
ORD000618,CUST00018,2024-02-20,completed
ORD000619,CUST00019,2024-06-06,cancelled
ORD000620,CUST00020,2024-03-03,completed
ORD000621,CUST00021,2024-12-30,cancelled
ORD000622,CUST00022,2024-03-27,cancelled
ORD000623,CUST00023,2024-01-20,completed
ORD000624,CUST00024,2024-05-19,completed
